osm_type,osm_id,category,name,lat,lon,source_key,source_value,neighbourhood,district,distance_to_neighbourhood_km,osm_assignment_method,osm_outside_boundary_count
node,24958713,pub,Ølbaren,55.6892753,12.5578754,amenity,pub,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,24971137,restaurant,Juma,55.690348,12.5640201,amenity,restaurant,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,25440190,cinema,Empire Bio,55.691954,12.555818,amenity,cinema,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,25440922,pub,Bankeråt,55.6834082,12.5651843,amenity,pub,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,25869217,bar,Black Swan,55.6864894,12.5874331,amenity,bar,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,25904721,bar,Café Viking,55.6996104,12.5467101,amenity,bar,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,31269448,toilets,,55.7220522,12.5229858,amenity,toilets,Bispebjerg,Bispebjerg,0.0,official_boundary_point_in_polygon,2906
node,80236826,bench,,55.6932664,12.5128241,amenity,bench,Vanløse,Vanløse,0.0,official_boundary_point_in_polygon,2906
node,115167440,restaurant,Ingolfs Kaffebar,55.6501334,12.6119742,amenity,restaurant,Amager Vest,Amager Vest,0.0,official_boundary_point_in_polygon,2906
node,137534794,restaurant,Rio Bravo,55.6742501,12.5730625,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,247089822,toilets,,55.6629834,12.6385889,amenity,toilets,Amager Øst,Amager Øst,0.0,official_boundary_point_in_polygon,2906
node,247090013,toilets,,55.6582905,12.6429036,amenity,toilets,Amager Øst,Amager Øst,0.0,official_boundary_point_in_polygon,2906
node,247090041,toilets,,55.6545374,12.6493056,amenity,toilets,Amager Øst,Amager Øst,0.0,official_boundary_point_in_polygon,2906
node,250354071,nightclub,Kakadu Bar,55.6727304,12.5616092,amenity,nightclub,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,269264421,restaurant,Sticks'n'Sushi,55.6697106,12.5547131,amenity,restaurant,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,272860527,supermarket,Netto,55.655972,12.4854155,shop,supermarket,Valby,Valby,0.0,official_boundary_point_in_polygon,2906
node,272860703,supermarket,Netto,55.6432347,12.501348,shop,supermarket,Valby,Valby,0.0,official_boundary_point_in_polygon,2906
node,277363233,cinema,Nordisk Film Biografer Imperial,55.6752481,12.5612896,amenity,cinema,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,277363249,cinema,Dagmar,55.6763516,12.5664052,amenity,cinema,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,277365064,library,Brønshøj Bibliotek,55.7041757,12.4992001,amenity,library,Brønshøj-Husum,Brønshøj-Husum,0.0,official_boundary_point_in_polygon,2906
node,277365310,library,Husum Bibliotek,55.7108103,12.4772025,amenity,library,Brønshøj-Husum,Brønshøj-Husum,0.0,official_boundary_point_in_polygon,2906
node,277633635,cinema,Vester Vov Vov,55.6719838,12.5540534,amenity,cinema,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,277634020,cinema,Vue,55.6624522,12.5631317,amenity,cinema,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,278113654,cinema,Grand Teatret,55.6764656,12.5710077,amenity,cinema,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,278113776,cinema,Gloria,55.6761121,12.5706741,amenity,cinema,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279108763,library,Vanløse Bibliotek,55.6866031,12.4914391,amenity,library,Vanløse,Vanløse,0.0,official_boundary_point_in_polygon,2906
node,279183613,cafe,Cafe Bopa,55.7052359,12.581411,amenity,cafe,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,279183730,restaurant,Kafe Kapers,55.7050842,12.5768017,amenity,restaurant,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,279199290,restaurant,Wagamama,55.6722759,12.5690757,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279432503,cinema,Park Bio,55.7037568,12.5771901,amenity,cinema,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,279471447,cafe,Europa 1989,55.6786502,12.5793688,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279471887,cafe,Zirup,55.6779484,12.5771986,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279471969,cafe,Kafe Kys Cafe & Bar,55.6781594,12.5784029,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279472058,cafe,Hoppe's,55.6780367,12.5780645,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279472070,cafe,Wanna B,55.6777283,12.5765653,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279472194,bar,Drop Inn,55.6763998,12.5733293,amenity,bar,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279472282,restaurant,Il Ponte,55.6765807,12.5718891,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279472358,restaurant,Wining & Dining,55.6797762,12.5754143,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279472397,cafe,Flottenheimer,55.6802012,12.5750978,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279472775,restaurant,Ristorante Amalfi,55.679433,12.575349,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279473881,restaurant,Cafe Victor,55.6807127,12.5832761,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279474458,restaurant,La Vecchia Signora,55.6809107,12.5824969,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279474704,restaurant,L'Alsace,55.6807191,12.5828713,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279475627,restaurant,Mama Rosa,55.6790105,12.5805759,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279690426,pub,Pub & Sport,55.6782361,12.5668224,amenity,pub,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,279694584,cafe,Sebastopol,55.6908349,12.560148,amenity,cafe,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,280464811,nightclub,Club Mambo,55.6750928,12.5721856,amenity,nightclub,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,280465638,restaurant,Jensen's Bøfhus Axeltorv,55.6763037,12.5644933,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,280466297,restaurant,La Galette,55.6778757,12.5695321,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,280466425,restaurant,L'education Nationale,55.678228,12.569743,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,280466677,restaurant,Dubrovnik,55.6781715,12.5680739,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,280530603,nightclub,Maxims,55.671961,12.5555508,amenity,nightclub,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,280530930,restaurant,Jensen's Bøfhus,55.6733149,12.5616617,amenity,restaurant,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,280679726,restaurant,Deep,55.666871,12.597726,amenity,restaurant,Amager Vest,Amager Vest,0.0,official_boundary_point_in_polygon,2906
node,280679787,restaurant,Rimini,55.6681601,12.5971417,amenity,restaurant,Amager Øst,Amager Øst,0.0,official_boundary_point_in_polygon,2906
node,280679974,restaurant,Krog's Fiskerestaurant,55.6777413,12.5785538,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,280790034,restaurant,Ankara,55.6811269,12.5741096,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,280790084,pub,Lord Nelson,55.677942,12.5768752,amenity,pub,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,280790408,restaurant,Shahi,55.6787069,12.5727364,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,280790473,pub,Charlie Scotts,55.6786922,12.5732662,amenity,pub,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,280809193,pub,Cafe Langebro,55.6691735,12.5802893,amenity,pub,Amager Vest,Amager Vest,0.0,official_boundary_point_in_polygon,2906
node,280955740,restaurant,Hong Cheng,55.7089635,12.5754032,amenity,restaurant,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,281002969,restaurant,Safir Kebab,55.690498,12.5441844,amenity,restaurant,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,281062886,pub,Zoo Bar,55.681009,12.5806605,amenity,pub,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281063017,pub,Charlie's Bar,55.6806132,12.5802876,amenity,pub,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281063912,restaurant,Zeleste,55.6809061,12.5883161,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281063934,bar,Klods Hans,55.680579,12.588872,amenity,bar,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281064392,restaurant,Italiano,55.6792833,12.5738811,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281253328,restaurant,Wok On,55.6780529,12.5803408,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281253627,cafe,Diamanten,55.6774884,12.5775062,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281253914,cafe,Cafe Katz,55.6760515,12.5750716,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281254516,restaurant,Marv & Ben,55.6772838,12.5769463,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281255286,bar,The Goat,55.6719584,12.5547149,amenity,bar,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,281255578,restaurant,Le Basilic,55.6719106,12.5562393,amenity,restaurant,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,281256703,restaurant,Apropos,55.6707876,12.5610473,amenity,restaurant,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,281256994,restaurant,Porn-Sak,55.6692654,12.5577022,amenity,restaurant,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,281539304,restaurant,Beijing,55.6770342,12.5703318,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281539863,pub,The Scottish Pub,55.6759526,12.567219,amenity,pub,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281541027,restaurant,Flora's Steakhouse,55.6733045,12.5596734,amenity,restaurant,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,281787039,restaurant,Radio,55.6819882,12.5543323,amenity,restaurant,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,281787344,cafe,Sabine's Cafeteria,55.6793628,12.5685853,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281787637,pub,Brew Pub,55.6771072,12.5694984,amenity,pub,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281788003,restaurant,Nytorv,55.67721,12.5736687,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,281998525,bar,Blågårds Apotek,55.6864556,12.5579695,amenity,bar,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,281998976,restaurant,Zafran,55.6873787,12.5595118,amenity,restaurant,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,281999239,cafe,Starbucks,55.683693,12.5709974,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,282272223,restaurant,Salt,55.6820201,12.5941964,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,282680168,supermarket,SuperBrugsen,55.6479992,12.526752,shop,supermarket,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,282699507,library,Sydhavnens Bibliotek,55.6467542,12.5300363,amenity,library,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,282699526,cafe,Cafe Karen,55.6466429,12.5301017,amenity,cafe,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,282821186,cafe,Cafe Ciré,55.6665053,12.5148218,amenity,cafe,Valby,Valby,0.0,official_boundary_point_in_polygon,2906
node,282821200,restaurant,Hotel Fy & Bi,55.6664428,12.5145524,amenity,restaurant,Valby,Valby,0.0,official_boundary_point_in_polygon,2906
node,283040256,supermarket,365discount,55.6484839,12.5346597,shop,supermarket,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,283193400,cafe,Kalaset,55.6846984,12.566704,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,283194050,restaurant,Pintxos,55.6844442,12.5660522,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,283205289,cafe,Fata'Morgana,55.6914483,12.5395657,amenity,cafe,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,283581117,cafe,Teatermuseet,55.6747822,12.5786288,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,284480077,supermarket,Brugsen,55.6724767,12.5553973,shop,supermarket,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,284480821,supermarket,Føtex,55.6727937,12.5509072,shop,supermarket,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,286393010,library,Øbro Jagtvej Bibliotek,55.7091554,12.5763743,amenity,library,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,286402481,restaurant,Le Saint Jacques,55.7034223,12.5779306,amenity,restaurant,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,286508329,supermarket,365discount,55.6482365,12.5274664,shop,supermarket,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,286513862,supermarket,365discount,55.6509929,12.536485,shop,supermarket,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,286529734,restaurant,Sushi Nørregade,55.6818262,12.5712029,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,286529910,restaurant,Sticks'n'Sushi,55.6841991,12.5647608,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,286530909,restaurant,Cafe Munk,55.6843897,12.5673006,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,286532706,restaurant,Restaurant Koefoed,55.6829182,12.5854059,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,286533157,restaurant,Cantina,55.6823201,12.5841755,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,287381693,supermarket,Kvickly,55.694626,12.548037,shop,supermarket,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,288658689,cafe,Sommerfuglen,55.6658202,12.5114188,amenity,cafe,Valby,Valby,0.0,official_boundary_point_in_polygon,2906
node,288658698,cafe,Cafe Phenix,55.6661009,12.5124513,amenity,cafe,Valby,Valby,0.0,official_boundary_point_in_polygon,2906
node,288806413,restaurant,Kreta III,55.6919542,12.4838613,amenity,restaurant,Vanløse,Vanløse,0.0,official_boundary_point_in_polygon,2906
node,290327037,restaurant,Sticks'n'Sushi,55.6658044,12.513765,amenity,restaurant,Valby,Valby,0.0,official_boundary_point_in_polygon,2906
node,290439211,supermarket,Netto,55.68107,12.572657,shop,supermarket,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,290664171,supermarket,Netto,55.6967005,12.5378918,shop,supermarket,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,290664295,supermarket,Føtex,55.7012667,12.538426,shop,supermarket,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,291329053,library,Vesterbro Bibliotek,55.6677861,12.5437877,amenity,library,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,291568140,supermarket,SuperBrugsen,55.7042937,12.499572,shop,supermarket,Brønshøj-Husum,Brønshøj-Husum,0.0,official_boundary_point_in_polygon,2906
node,292175138,restaurant,Kebabish,55.6731288,12.5604195,amenity,restaurant,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,292352715,restaurant,Den Lille Fede,55.6821848,12.5856599,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,292352764,restaurant,Restaurant Vita,55.6826427,12.5860671,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,292352917,restaurant,Hereford Steak,55.6827296,12.5865208,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,292353033,restaurant,Royal Garden,55.6841125,12.5856999,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,292353501,restaurant,El Viejo Mexico,55.6844872,12.5876301,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,293430281,bicycle_parking,,55.702849,12.560539,amenity,bicycle_parking,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,297980181,supermarket,Netto,55.6511201,12.6208885,shop,supermarket,Amager Øst,Amager Øst,0.0,official_boundary_point_in_polygon,2906
node,298078187,restaurant,Bindia Blegdamsvej,55.6986394,12.5761578,amenity,restaurant,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,298723448,cafe,Den Franske Cafe,55.6976437,12.5781018,amenity,cafe,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,298723918,cafe,Kaffesalonen,55.6867256,12.5617007,amenity,cafe,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,298723979,bar,ALEFARM NBRO,55.6871555,12.5621011,amenity,bar,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,298795688,pharmacy,Steno Apotek,55.674526,12.5633101,amenity,pharmacy,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,298795699,restaurant,Vestauranten,55.6695947,12.5646074,amenity,restaurant,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,298796142,restaurant,Hebron,55.6726211,12.5607845,amenity,restaurant,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,299394870,supermarket,Netto,55.6685937,12.5969145,shop,supermarket,Amager Øst,Amager Øst,0.0,official_boundary_point_in_polygon,2906
node,300410990,bar,The Moose,55.6810855,12.5804647,amenity,bar,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,301511854,cafe,Det Elektriske Hjørne,55.6815478,12.5822074,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,304514540,supermarket,Rema 1000,55.6941357,12.5103328,shop,supermarket,Vanløse,Vanløse,0.0,official_boundary_point_in_polygon,2906
node,305260437,restaurant,Chili's,55.6345603,12.5885828,amenity,restaurant,Amager Vest,Amager Vest,0.0,official_boundary_point_in_polygon,2906
node,307614875,restaurant,Aristo,55.6692418,12.5791679,amenity,restaurant,Amager Vest,Amager Vest,0.0,official_boundary_point_in_polygon,2906
node,307614912,cafe,Bryggens Spisehus,55.6669073,12.5763106,amenity,cafe,Amager Vest,Amager Vest,0.0,official_boundary_point_in_polygon,2906
node,307614990,supermarket,365discount,55.6668195,12.5786055,shop,supermarket,Amager Vest,Amager Vest,0.0,official_boundary_point_in_polygon,2906
node,307618896,supermarket,Netto,55.691746,12.4810927,shop,supermarket,Vanløse,Vanløse,0.0,official_boundary_point_in_polygon,2906
node,307619191,supermarket,SuperBrugsen,55.6824589,12.4836586,shop,supermarket,Vanløse,Vanløse,0.0,official_boundary_point_in_polygon,2906
node,307619209,supermarket,365discount,55.6803997,12.4843542,shop,supermarket,Vanløse,Vanløse,0.0,official_boundary_point_in_polygon,2906
node,307619293,supermarket,Føtex,55.6879025,12.4936206,shop,supermarket,Vanløse,Vanløse,0.0,official_boundary_point_in_polygon,2906
node,307876819,library,Blågårdens Bibliotek,55.6859744,12.5569057,amenity,library,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,311470440,cafe,Studenterhuset,55.681192,12.576282,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,313709771,supermarket,Netto,55.6854075,12.5568466,shop,supermarket,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,313730187,cafe,Cafe Wilder,55.6739679,12.5915653,amenity,cafe,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,313730277,bar,Eiffel Bar,55.6740554,12.5916958,amenity,bar,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,330023011,nightclub,Mexibar,55.6905757,12.5599645,amenity,nightclub,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,332631902,cafe,Shabaz,55.6958385,12.5724364,amenity,cafe,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,334488835,restaurant,Tribeca NV,55.7062497,12.5343603,amenity,restaurant,Bispebjerg,Bispebjerg,0.0,official_boundary_point_in_polygon,2906
node,334648651,supermarket,Meny Østerfælled Torv,55.7059039,12.5761031,shop,supermarket,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,335679944,restaurant,1899,55.6828339,12.5744665,amenity,restaurant,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,335947801,supermarket,Netto,55.708306,12.483331,shop,supermarket,Brønshøj-Husum,Brønshøj-Husum,0.0,official_boundary_point_in_polygon,2906
node,335962972,pub,Café Stefanshus,55.6953457,12.543356,amenity,pub,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,335962988,cafe,Coffee Collective,55.6937182,12.542283,amenity,cafe,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,335975477,restaurant,Kreta,55.6934573,12.547615,amenity,restaurant,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,338895632,supermarket,365discount,55.7059428,12.4909738,shop,supermarket,Brønshøj-Husum,Brønshøj-Husum,0.0,official_boundary_point_in_polygon,2906
node,340502719,restaurant,Restaurant Klubben,55.6711195,12.5457687,amenity,restaurant,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,371823395,supermarket,365discount,55.7064992,12.5850347,shop,supermarket,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,393191693,bench,,55.687856,12.5621548,amenity,bench,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,413370338,bar,Sjus Bar,55.6810813,12.5798685,amenity,bar,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,413532145,supermarket,Netto,55.6642144,12.5158825,shop,supermarket,Valby,Valby,0.0,official_boundary_point_in_polygon,2906
node,413709230,pharmacy,Trekroner Apotek,55.661859,12.5185311,amenity,pharmacy,Valby,Valby,0.0,official_boundary_point_in_polygon,2906
node,417138238,pub,Café Ellebo,55.6503992,12.5274396,amenity,pub,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,417144153,bar,Sjælør Bodega,55.6497695,12.5288386,amenity,bar,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,417180523,pub,Mozarts Bodega,55.6481432,12.5293861,amenity,pub,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,428734579,pub,Café Halvvejen,55.6809434,12.5739275,amenity,pub,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,428735193,bicycle_parking,,55.681389,12.5750693,amenity,bicycle_parking,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,428735194,bicycle_parking,40,55.6816527,12.575973,amenity,bicycle_parking,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,428735195,bicycle_parking,,55.680746,12.5726484,amenity,bicycle_parking,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,429157021,bicycle_parking,,55.7051531,12.5621798,amenity,bicycle_parking,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,429157023,bicycle_parking,,55.7044691,12.5619029,amenity,bicycle_parking,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,430111607,toilets,,55.6581299,12.4783674,amenity,toilets,Valby,Valby,0.0,official_boundary_point_in_polygon,2906
node,430486590,bar,Bootleggers Vesterbro,55.6681772,12.5494792,amenity,bar,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,442897766,bicycle_parking,,55.7048627,12.572924,amenity,bicycle_parking,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,442897771,bicycle_parking,,55.704866,12.5755827,amenity,bicycle_parking,Østerbro,Østerbro,0.0,official_boundary_point_in_polygon,2906
node,442897960,bicycle_parking,,55.7015866,12.5589168,amenity,bicycle_parking,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,442948295,bar,Ramblin' Bar,55.6632044,12.5421818,amenity,bar,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,447811303,supermarket,Netto,55.6821226,12.5764493,shop,supermarket,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,448276155,bar,Bodega Teglskægget,55.6696051,12.4918721,amenity,bar,Valby,Valby,0.0,official_boundary_point_in_polygon,2906
node,461099829,pharmacy,Enghave Apotek,55.6660639,12.5441119,amenity,pharmacy,Vesterbro-Kongens Enghave,Vesterbro-Kongens Enghave,0.0,official_boundary_point_in_polygon,2906
node,464260074,bench,,55.6734015,12.6066054,amenity,bench,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,464260078,bench,,55.6733425,12.6066263,amenity,bench,Indre By,Indre By,0.0,official_boundary_point_in_polygon,2906
node,477281988,bicycle_parking,,55.6906926,12.4777716,amenity,bicycle_parking,Vanløse,Vanløse,0.0,official_boundary_point_in_polygon,2906
node,477438367,bicycle_parking,,55.6903753,12.5542069,amenity,bicycle_parking,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
node,477441827,toilets,,55.6894759,12.5530889,amenity,toilets,Nørrebro,Nørrebro,0.0,official_boundary_point_in_polygon,2906
